ID,Page,Section heading,Category,Theorem level,Finding type,Severity,First-principles resolution,Probe machine-check status,Inscribed location,Physical insight
1040,76,3 The derived commuting variety stack at N Dirac branes > 3.4 Open mixed brane field theory > 3.4.1 Ghost-zero open field content,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1041,80,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1042,80,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1043,84,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1044,84,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1045,88,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1046,88,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.5 Open-brane operators and the large N limit,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1047,92,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1048,92,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1049,93,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1050,93,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1051,94,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1052,94,Contents > 4 Boundary algebra and trace map > 4.1 The reduced CE/PV trace map,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
1053,96,Contents > 4 Boundary algebra and trace map > 4.2 The two algebras,Cross-level infrastructure,T_spine,Monotonicity spine,High,"Named forgetful arrow in the strength tower. The 5 conservative arrows are U_target (forgets compact matched-conventions; kernel Ob^V_mod), Stalk_b (formal-Darboux restriction; kernel = three components of Ob^global trivialised on the polydisk), H_Q (cohomology of QME differential; kernel = QME counterterm tower plus higher centrality homotopies H_n, n≥3), gr_{ℏ,F} (associated graded for ℏ-adic + scalar-contact filtrations; kernel = projective central charge ℏN[c̄]), U_B (forgets nuclear Tate topology / Köthe seminorms; kernel = pro-Matlis tower + admissibility data).","implicit in probes (2), (7), (8) — cohomology shadows of the kernel data",Prop 8202 (main.tex:8202),"every weaker theorem is reached as the image of an explicit conservative forgetful functor; collapse of any arrow produces strict inequality (witness becomes nonzero upstairs, zero downstairs)."
1054,96,Contents > 4 Boundary algebra and trace map > 4.2 The two algebras,Cross-level infrastructure,T_spine,Strictness witness,High,"Named datum killed by the forgetful arrow at this location. Five distinct witnesses: Capelli projective curvature ℏN[c̄] ∈ H²_Lie(h̄,C)[[ℏ]] (closedness of ω(f,g)=[{f,g}]_0 by Jacobi + linearity of constant projection); pro-Matlis tower P^Π_q = lim_← P_{≤N}; diagonal kernel K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2); centrality homotopy hierarchy {H^prod, H^P_0, H_3,...}; QME counterterm tower {C_{n,M}} ∈ Q^•_{w,∂,ℏ}.",Capelli cocycle Jacobi machine-checked on 5 monomial triples; Schouten derivation machine-checked on 7 polynomials,Prop 8202; axioms (i)-(vii) of Thm 7768 (main.tex:7818-7838),each witness is independently nonzero in B^adm and zero in its forgetful shadow; together they characterise the strongest rung.
