ID,Page,Section heading,Category,Theorem level,Finding type,Severity,Status,Verification reference,Notes,Surrounding text quote (truncated),Issue / improvement,Strongest upgrade construction,Verification / consistency probe
1133,148,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"𝑤= Ω•(ℝ2)b⊗Ω0,•(ℂ2)b⊗ 𝔥𝑤[1] ⊕𝔥∨,𝑤 cont[2] , (21) to give a continuous family of BV propagators 𝑃𝑤 𝜖,𝐿∈E𝑤b⊗E𝑤for 0 < 𝜖≤𝐿< ∞, satisfying: (1) the BV identity [𝑄, 𝑃𝑤 𝜖,𝐿] = 𝐾𝑤𝜖−𝐾𝑤 𝐿, where 𝐾𝑤 𝑡= 𝐾base 𝑡 b⊗𝐶𝔥,𝑤is the weighte",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1134,148,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"𝑤= Ω•(ℝ2)b⊗Ω0,•(ℂ2)b⊗ 𝔥𝑤[1] ⊕𝔥∨,𝑤 cont[2] , (21) to give a continuous family of BV propagators 𝑃𝑤 𝜖,𝐿∈E𝑤b⊗E𝑤for 0 < 𝜖≤𝐿< ∞, satisfying: (1) the BV identity [𝑄, 𝑃𝑤 𝜖,𝐿] = 𝐾𝑤𝜖−𝐾𝑤 𝐿, where 𝐾𝑤 𝑡= 𝐾base 𝑡 b⊗𝐶𝔥,𝑤is the weighte","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1135,149,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"rating vector field𝑉Ω = 𝜖𝑠𝑠𝜕𝑠+ 𝜖1𝑧1𝜕𝑧1 + 𝜖2𝑧2𝜕𝑧2, with 𝑄2 Ω = 𝐿𝑉Ω. The weighted-Tate envelope 𝐵𝑤 extends to a stratified factorization-algebra over (𝑋, 𝐿) by a diagonal equivariant Casimir; the residue- versus-Euler norm",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1136,149,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"rating vector field𝑉Ω = 𝜖𝑠𝑠𝜕𝑠+ 𝜖1𝑧1𝜕𝑧1 + 𝜖2𝑧2𝜕𝑧2, with 𝑄2 Ω = 𝐿𝑉Ω. The weighted-Tate envelope 𝐵𝑤 extends to a stratified factorization-algebra over (𝑋, 𝐿) by a diagonal equivariant Casimir; the residue- versus-Euler norm","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1137,150,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"factor is required when both conventions appear in one scalar-contact or trace statement; omitting it is exactly the normalization obstruction. Proof. The Casimir is finite in the window (𝑁, 𝑀). The two diagonal weights ",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1138,150,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"factor is required when both conventions appear in one scalar-contact or trace statement; omitting it is exactly the normalization obstruction. Proof. The Casimir is finite in the window (𝑁, 𝑀). The two diagonal weights ","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1139,151,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"variant Costello QME obstruction vector). Theorem 5.66 supplies the coefficient Casimir and the localized normal contracting kernel in the weighted finite-window category, theinputneededtoformanequivariantCostellokernelc",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1140,151,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"variant Costello QME obstruction vector). Theorem 5.66 supplies the coefficient Casimir and the localized normal contracting kernel in the weighted finite-window category, theinputneededtoformanequivariantCostellokernelc","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1141,152,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"xponential weight 𝑤(𝑑) = 𝑞𝑑, 𝑞> 1. The 𝑃0-algebra reading of Φ𝑤uses the bracket-admissible envelope of Definition 4.18. The strict continuous dualitystatementofLemma5.165appliestotheproduct/direct-sumTatepair. Theneededd",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1142,152,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"xponential weight 𝑤(𝑑) = 𝑞𝑑, 𝑞> 1. The 𝑃0-algebra reading of Φ𝑤uses the bracket-admissible envelope of Definition 4.18. The strict continuous dualitystatementofLemma5.165appliestotheproduct/direct-sumTatepair. Theneededd","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1143,153,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,ted-continuous sector with vanishing QME ob- struction. The original unweighted Tate pair is governed by the endpoint obstruction of Theorem 5.93. Proof. ThealgebraiccochainidentityissuppliedbyTheorem5.70. TheBVgraphreal,Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1144,153,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,ted-continuous sector with vanishing QME ob- struction. The original unweighted Tate pair is governed by the endpoint obstruction of Theorem 5.93. Proof. ThealgebraiccochainidentityissuppliedbyTheorem5.70. TheBVgraphreal,"Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1145,154,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"152 Contents Regulator independence and its boundary Definition 5.75 (Regulator-admissible finite-window sector). A local functional, interaction, obstruction cocycle, or graph coefficient in the weighted theory is regul",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
1146,154,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Strictness witness,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202) names: Capelli projective curvature ℏN[c̄]; pro-Matlis residue tower P^Π_q; diagonal local-cohomology kernel K^(2)_Δ; Hochschild centrality homotopy hierarchy {h_{α,a},h_{α,a,b},...}; all-loop QME counterterm tower {C_{n,M}}",Five named strictness witnesses; each is the datum killed by the corresponding forgetful functor,"152 Contents Regulator independence and its boundary Definition 5.75 (Regulator-admissible finite-window sector). A local functional, interaction, obstruction cocycle, or graph coefficient in the weighted theory is regul","Exhibit the datum killed by the forgetful functor: Capelli scalar, pro-Matlis kernel, centrality homotopy, QME counterterm, or global obstruction.",Insert as a one-sentence theorem-package invariant or audit check at this location.,Check the witness is nonzero upstairs and zero downstairs.
1147,155,5 CE/PV dictionary as Koszul resolution > 5.4 Tate Quillen equivalence and the infinity-categorical upgrade > 5.4.8 Conilpotence and Casimir convergence,Cross-level infrastructure,T_spine,Monotonicity spine,High,verified,"Prop \ref{prop:monotone-strength-tower} (main.tex:8202): the conservative forgetful chain U_target ∘ Stalk_b ∘ H_Q ∘ gr_{ℏ,F} ∘ U_B",5 named forgetful functors; each is conservative on its strictness witness,"vertexwise bounded in polynomial Hamiltonian and cotangent degree. (G3) For any admissible degree weights 𝑤, 𝑤′, the diagonal finite-window maps 𝑅𝑤0 𝑤,𝑤′ transport the differential, bracket, propagator contraction, inter",Add a named forgetful functor to the theorem package so every stronger theorem implies its weaker shadow.,Insert as a one-sentence theorem-package invariant or audit check at this location.,"Check U_{i+1,i}(A_bulk, A_partial, Phi, H)=(lower theorem data)."
